Accession	Organism	Kingdom	Length	Transmembrane	Type	Fold
O42913	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	342	False	-	0
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902	False	-	1
Q80XX4	Rattus norvegicus	Metazoa	82	False	-	2
Q96H96	Homo sapiens	Metazoa	371	True	-	3
Q91XJ0	Rattus norvegicus	Metazoa	401	False	-	4
B5KM66	Mus musculus	Metazoa	88	False	-	0
O60284	Homo sapiens	Metazoa	1047	False	-	1
P20941	Homo sapiens	Metazoa	246	False	-	2
Q8QG92	Xenopus laevis	Metazoa	824	False	-	3
Q8K2C6	Mus musculus	Metazoa	310	False	-	4
Q969P6	Homo sapiens	Metazoa	601	False	-	0
D3YN49	Xenopus laevis	Metazoa	316	False	-	1
P38313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	324	False	-	2
Q9JKY0	Mus musculus	Metazoa	299	False	-	3
Q9NQZ6	Homo sapiens	Metazoa	224	False	-	4
O74535	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	710	False	-	0
F4HVG8	Arabidopsis thaliana	Viridiplantae	611	False	-	1
Q55FB8	Dictyostelium discoideum	Other	1272	False	-	2
O75817	Homo sapiens	Metazoa	140	False	-	3
P24752	Homo sapiens	Metazoa	427	False	-	4
P19440	Homo sapiens	Metazoa	569	True	-	0
Q2V2Q1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False	-	1
P38691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1029	False	-	2
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800	False	-	3
P46014	Arabidopsis thaliana	Viridiplantae	581	True	-	4
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False	-	0
O94972	Homo sapiens	Metazoa	964	False	-	1
Q9BQ52	Homo sapiens	Metazoa	826	False	-	2
Q9Y6Q9	Homo sapiens	Metazoa	1424	False	-	3
Q3UNW5	Mus musculus	Metazoa	479	False	-	4
P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744	False	-	0
O94248	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717	False	-	1
A0A5F8MPU3	Mus musculus	Metazoa	2282	False	-	2
Q8IRW8	Drosophila melanogaster	Metazoa	2431	False	-	3
Q12032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False	-	4
G5EGE9	Caenorhabditis elegans	Metazoa	1263	False	-	0
P13653	Hordeum vulgare	Viridiplantae	388	False	-	1
Q08282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695	False	-	2
Q0WLC6	Arabidopsis thaliana	Viridiplantae	1089	False	-	3
P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False	-	4
Q12246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	False	-	0
P93286	Arabidopsis thaliana	Viridiplantae	442	True	-	1
Q20591	Caenorhabditis elegans	Metazoa	86	True	-	2
Q9UBF9	Homo sapiens	Metazoa	498	False	-	3
O22287	Arabidopsis thaliana	Viridiplantae	361	False	-	4
Q8IUR6	Homo sapiens	Metazoa	639	False	-	0
P42073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	533	False	-	1
Q9SNB6	Arabidopsis thaliana	Viridiplantae	395	False	-	2
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173	False	-	3
P97524	Rattus norvegicus	Metazoa	620	True	-	4
Q6PFX2	Mus musculus	Metazoa	281	False	-	0
O15360	Homo sapiens	Metazoa	1455	False	-	1
P38803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	False	-	2
P11746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False	-	3
O02219	Caenorhabditis elegans	Metazoa	453	False	-	4
Q2TBE6	Mus musculus	Metazoa	479	False	-	0
Q1XG89	Bombyx mori	Metazoa	1759	False	-	1
P15291	Homo sapiens	Metazoa	398	True	-	2
O23210	Arabidopsis thaliana	Viridiplantae	486	False	-	3
Q15257	Homo sapiens	Metazoa	358	False	-	4
P47074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515	False	-	0
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154	False	-	1
Q0WPZ7	Arabidopsis thaliana	Viridiplantae	611	False	-	2
P53803	Homo sapiens	Metazoa	58	False	-	3
G5ECD9	Caenorhabditis elegans	Metazoa	321	True	-	4
Q91YJ3	Mus musculus	Metazoa	226	False	-	0
Q17604	Caenorhabditis elegans	Metazoa	161	False	-	1
Q62187	Mus musculus	Metazoa	859	False	-	2
Q94234	Caenorhabditis elegans	Metazoa	204	False	-	3
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False	-	4
Q8C6P8	Mus musculus	Metazoa	421	False	-	0
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	False	-	1
Q8VZS6	Arabidopsis thaliana	Viridiplantae	567	False	-	2
Q9VTE2	Drosophila melanogaster	Metazoa	962	False	-	3
P78953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920	False	-	4
Q18321	Caenorhabditis elegans	Metazoa	482	True	-	0
Q8WY91	Homo sapiens	Metazoa	577	False	-	1
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	False	-	2
Q969F2	Homo sapiens	Metazoa	451	False	-	3
Q8CC21	Mus musculus	Metazoa	365	False	-	4
Q96KS0	Homo sapiens	Metazoa	407	False	-	0
Q8ND76	Homo sapiens	Metazoa	341	False	-	1
Q8N100	Homo sapiens	Metazoa	152	False	-	2
P14712	Arabidopsis thaliana	Viridiplantae	1122	False	-	3
Q9LW00	Arabidopsis thaliana	Viridiplantae	254	False	-	4
P00425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	True	-	0
Q9W6G7	Xenopus laevis	Metazoa	463	False	-	1
Q9USV1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	False	-	2
P04040	Homo sapiens	Metazoa	527	False	-	3
A0A0U2UYC4	Ustilago maydis	Fungi	493	False	-	4
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843	False	-	0
P32862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170	False	-	1
O82392	Arabidopsis thaliana	Viridiplantae	644	False	-	2
P43605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	False	-	3
Q6PIV2	Homo sapiens	Metazoa	292	False	-	4
Q9FT52	Arabidopsis thaliana	Viridiplantae	168	False	-	0
Q99J99	Mus musculus	Metazoa	297	False	-	1
Q9SQK3	Arabidopsis thaliana	Viridiplantae	315	False	-	2
O02351	Antheraea polyphemus	Metazoa	525	True	-	3
Q9SG11	Arabidopsis thaliana	Viridiplantae	352	False	-	4
P78508	Homo sapiens	Metazoa	379	True	-	0
Q8BG21	Mus musculus	Metazoa	171	True	-	1
P53810	Mus musculus	Metazoa	271	False	-	2
Q10429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	875	False	-	3
Q9UT17	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False	-	4
Q9LSV0	Arabidopsis thaliana	Viridiplantae	289	False	-	0
A0A5E4M3Q4	Caenorhabditis elegans	Metazoa	554	False	-	1
Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469	False	-	2
Q84JL7	Arabidopsis thaliana	Viridiplantae	330	False	-	3
Q9BY66	Homo sapiens	Metazoa	1539	False	-	4
Q15398	Homo sapiens	Metazoa	846	False	-	0
O35658	Mus musculus	Metazoa	278	False	-	1
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808	False	-	2
Q9CAC5	Arabidopsis thaliana	Viridiplantae	191	True	-	3
Q06266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False	-	4
Q8VDP2	Mus musculus	Metazoa	222	False	-	0
P18886	Rattus norvegicus	Metazoa	658	False	-	1
A9D2P7	Caenorhabditis elegans	Metazoa	672	False	-	2
Q6LA53	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	346	False	-	3
Q6VMQ6	Homo sapiens	Metazoa	1270	False	-	4
P40070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False	-	0
P32796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	670	False	-	1
Q9NUQ2	Homo sapiens	Metazoa	364	True	-	2
Q9LS24	Arabidopsis thaliana	Viridiplantae	292	False	-	3
P38755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False	-	4
Q9Y7Q7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	973	False	-	0
P37271	Arabidopsis thaliana	Viridiplantae	422	False	-	1
Q9UBF8	Homo sapiens	Metazoa	816	False	-	2
I6VSD2	Capra hircus	Metazoa	224	True	-	3
P40014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False	-	4
Q9Y2Y6	Homo sapiens	Metazoa	226	True	-	0
A0A7G5KLV3	Cananga odorata	Viridiplantae	586	False	-	1
F4JF14	Arabidopsis thaliana	Viridiplantae	953	False	-	2
Q2HJ10	Mus musculus	Metazoa	371	True	-	3
Q9NQV5	Homo sapiens	Metazoa	511	False	-	4
Q5XIQ3	Rattus norvegicus	Metazoa	316	False	-	0
Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131	False	-	1
Q8QFX1	Gallus gallus	Metazoa	1325	False	-	2
Q59H18	Homo sapiens	Metazoa	835	False	-	3
Q7SGH0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	98	False	-	4
Q336R3	Oryza sativa subsp. japonica	Viridiplantae	844	False	-	0
Q6UPE1	Rattus norvegicus	Metazoa	616	False	-	1
P41933	Caenorhabditis elegans	Metazoa	457	False	-	2
P38883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	763	False	-	3
Q56NI9	Homo sapiens	Metazoa	601	False	-	4
Q9Z0W3	Mus musculus	Metazoa	1402	False	-	0
Q15796	Homo sapiens	Metazoa	467	False	-	1
Q9BXU7	Homo sapiens	Metazoa	913	False	-	2
Q80T11	Mus musculus	Metazoa	461	False	-	3
Q9SI64	Arabidopsis thaliana	Viridiplantae	702	False	-	4
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622	False	-	0
Q9ZW85	Arabidopsis thaliana	Viridiplantae	251	False	-	1
Q9UU76	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	642	False	-	2
Q9Y5U2	Homo sapiens	Metazoa	329	False	-	3
O61707	Caenorhabditis elegans	Metazoa	523	False	-	4
O82743	Arabidopsis thaliana	Viridiplantae	219	False	-	0
Q86TW2	Homo sapiens	Metazoa	530	False	-	1
Q07243	Mus musculus	Metazoa	675	False	-	2
Q9NX76	Homo sapiens	Metazoa	183	True	-	3
Q10164	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1275	False	-	4
O15374	Homo sapiens	Metazoa	487	True	-	0
P40502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	True	-	1
Q9Y4P9	Homo sapiens	Metazoa	236	False	-	2
Q9WTK2	Mus musculus	Metazoa	593	False	-	3
Q9ES52	Mus musculus	Metazoa	1191	False	-	4
Q9DCX7	Mus musculus	Metazoa	243	True	-	0
Q94920	Drosophila melanogaster	Metazoa	282	False	-	1
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	False	-	2
P53112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False	-	3
F4HYF3	Arabidopsis thaliana	Viridiplantae	401	False	-	4
P54657	Dictyostelium discoideum	Other	213	False	-	0
O43313	Homo sapiens	Metazoa	823	False	-	1
O49937	Spinacia oleracea	Viridiplantae	293	False	-	2
P07703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335	False	-	3
Q5U5Q3	Homo sapiens	Metazoa	659	False	-	4
Q7Z410	Homo sapiens	Metazoa	1059	True	-	0
Q8BUV3	Mus musculus	Metazoa	769	False	-	1
Q06991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263	True	-	2
O75586	Homo sapiens	Metazoa	246	False	-	3
O95210	Homo sapiens	Metazoa	358	True	-	4
O95229	Homo sapiens	Metazoa	277	False	-	0
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59	False	-	1
Q0WV90	Arabidopsis thaliana	Viridiplantae	1120	False	-	2
Q9WTZ9	Mus musculus	Metazoa	124	False	-	3
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404	False	-	4
P14866	Homo sapiens	Metazoa	589	False	-	0
Q9VN45	Drosophila melanogaster	Metazoa	553	False	-	1
Q9LZA6	Arabidopsis thaliana	Viridiplantae	825	False	-	2
O70200	Mus musculus	Metazoa	147	False	-	3
Q09849	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False	-	4
Q07053	Crithidia fasciculata	Other	128	False	-	0
Q9C8R8	Arabidopsis thaliana	Viridiplantae	711	False	-	1
P57088	Homo sapiens	Metazoa	247	True	-	2
O88441	Mus musculus	Metazoa	263	False	-	3
Q9R037	Rattus norvegicus	Metazoa	908	False	-	4
Q9SRN4	Arabidopsis thaliana	Viridiplantae	117	False	-	0
Q04002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1493	False	-	1
Q8R0N6	Mus musculus	Metazoa	465	False	-	2
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	True	-	3
Q8N5M1	Homo sapiens	Metazoa	289	False	-	4
P40085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	True	-	0
Q04964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False	-	1
Q8CG46	Mus musculus	Metazoa	1101	False	-	2
Q9BSV6	Homo sapiens	Metazoa	310	False	-	3
Q10SU5	Oryza sativa subsp. japonica	Viridiplantae	598	False	-	4
P22058	Drosophila melanogaster	Metazoa	355	False	-	0
Q9V466	Drosophila melanogaster	Metazoa	845	False	-	1
Q05568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337	True	-	2
P24846	Triticum aestivum	Viridiplantae	388	False	-	3
Q9P7B7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False	-	4
Q9NPJ4	Homo sapiens	Metazoa	139	False	-	0
P93788	Solanum tuberosum	Viridiplantae	198	False	-	1
P05423	Homo sapiens	Metazoa	398	False	-	2
Q93Y07	Arabidopsis thaliana	Viridiplantae	622	True	-	3
Q0J995	Oryza sativa subsp. japonica	Viridiplantae	424	False	-	4
Q84WV6	Arabidopsis thaliana	Viridiplantae	635	False	-	0
Q8BY35	Mus musculus	Metazoa	655	False	-	1
Q5BJX1	Rattus norvegicus	Metazoa	134	False	-	2
Q96GM8	Homo sapiens	Metazoa	510	False	-	3
P53568	Mus musculus	Metazoa	150	False	-	4
Q13156	Homo sapiens	Metazoa	261	False	-	0
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120	False	-	1
O74991	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	577	False	-	2
P83214	Octopus vulgaris	Metazoa	56	False	-	3
Q9V6Q2	Drosophila melanogaster	Metazoa	225	False	-	4
P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False	-	0
Q91YI1	Mus musculus	Metazoa	516	False	-	1
Q96L08	Homo sapiens	Metazoa	255	False	-	2
P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	-	3
Q9UIS9	Homo sapiens	Metazoa	605	False	-	4
Q9FYS5	Zea mays	Viridiplantae	193	False	-	0
F4JLC1	Arabidopsis thaliana	Viridiplantae	331	False	-	1
Q9NTM9	Homo sapiens	Metazoa	273	False	-	2
Q4KMM3	Mus musculus	Metazoa	866	False	-	3
P12689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	985	False	-	4
Q9LPL4	Arabidopsis thaliana	Viridiplantae	360	False	-	0
Q8I4V8	Plasmodium falciparum (isolate 3D7)	Other	304	False	-	1
Q01992	Rattus norvegicus	Metazoa	710	False	-	2
Q86U90	Homo sapiens	Metazoa	279	False	-	3
P23500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	True	-	4
P40571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	False	-	0
O54942	Mus musculus	Metazoa	218	True	-	1
Q9D808	Mus musculus	Metazoa	123	True	-	2
Q04891	Mus musculus	Metazoa	613	False	-	3
Q62696	Rattus norvegicus	Metazoa	911	False	-	4
Q08949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	False	-	0
P42166	Homo sapiens	Metazoa	694	False	-	1
Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927	False	-	2
O77264	Drosophila melanogaster	Metazoa	361	False	-	3
O24606	Arabidopsis thaliana	Viridiplantae	628	False	-	4
Q02794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	False	-	0
Q9BWF2	Homo sapiens	Metazoa	469	False	-	1
Q99JB6	Mus musculus	Metazoa	429	False	-	2
Q9GYU8	Drosophila melanogaster	Metazoa	702	False	-	3
O43663	Homo sapiens	Metazoa	620	False	-	4
Q9Y371	Homo sapiens	Metazoa	365	False	-	0
Q96P66	Homo sapiens	Metazoa	508	True	-	1
P80002	Sepia officinalis	Metazoa	77	False	-	2
F4KH86	Arabidopsis thaliana	Viridiplantae	400	False	-	3
P22265	Drosophila melanogaster	Metazoa	954	False	-	4
Q9P6M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False	-	0
O23299	Arabidopsis thaliana	Viridiplantae	240	False	-	1
A0A509AER3	Plasmodium berghei (strain Anka)	Other	247	False	-	2
Q13352	Homo sapiens	Metazoa	177	False	-	3
Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False	-	4
Q9LHE5	Arabidopsis thaliana	Viridiplantae	309	False	-	0
Q99569	Homo sapiens	Metazoa	1192	False	-	1
Q7Y1W1	Arabidopsis thaliana	Viridiplantae	527	False	-	2
Q28205	Bos taurus	Metazoa	1199	False	-	3
Q2HJJ1	Bos taurus	Metazoa	256	False	-	4
Q41142	Ricinus communis	Viridiplantae	808	False	-	0
Q9Y239	Homo sapiens	Metazoa	953	False	-	1
Q9WU70	Rattus norvegicus	Metazoa	1152	False	-	2
P47128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False	-	3
Q01981	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	416	False	-	4
Q96N77	Homo sapiens	Metazoa	438	False	-	0
Q9NH52	Caenorhabditis elegans	Metazoa	898	False	-	1
Q9EPA0	Rattus norvegicus	Metazoa	957	False	-	2
Q21986	Caenorhabditis elegans	Metazoa	958	False	-	3
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077	False	-	4
Q9HB07	Homo sapiens	Metazoa	376	False	-	0
Q9XFT3	Arabidopsis thaliana	Viridiplantae	224	False	-	1
P47050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	842	False	-	2
Q2Q5T5	Mus musculus	Metazoa	84	True	-	3
Q11184	Caenorhabditis elegans	Metazoa	425	False	-	4
Q8TD22	Homo sapiens	Metazoa	340	False	-	0
O74828	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	682	False	-	1
Q9Y3S2	Homo sapiens	Metazoa	320	False	-	2
O49686	Arabidopsis thaliana	Viridiplantae	191	False	-	3
Q9XI19	Arabidopsis thaliana	Viridiplantae	328	False	-	4
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499	False	-	0
Q9NYV6	Homo sapiens	Metazoa	651	False	-	1
Q6NL34	Drosophila melanogaster	Metazoa	543	False	-	2
P36114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	725	False	-	3
Q13426	Homo sapiens	Metazoa	336	False	-	4
Q7Z695	Homo sapiens	Metazoa	626	False	-	0
Q6Y5D8	Mus musculus	Metazoa	786	False	-	1
Q6UFS5	Danio rerio	Metazoa	563	False	-	2
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375	False	-	3
O75056	Homo sapiens	Metazoa	442	False	-	4
Q38890	Arabidopsis thaliana	Viridiplantae	621	True	-	0
Q08831	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	523	False	-	1
Q6B0I6	Homo sapiens	Metazoa	523	False	-	2
Q8W4F1	Arabidopsis thaliana	Viridiplantae	284	False	-	3
P40167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	False	-	4
O04211	Arabidopsis thaliana	Viridiplantae	111	False	-	0
P0C6T3	Rattus norvegicus	Metazoa	269	True	-	1
Q969G3	Homo sapiens	Metazoa	411	False	-	2
P18911	Mus musculus	Metazoa	458	False	-	3
P04080	Homo sapiens	Metazoa	98	False	-	4
P16383	Homo sapiens	Metazoa	781	False	-	0
Q9EP97	Mus musculus	Metazoa	568	False	-	1
Q9P7X2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533	False	-	2
Q9BQ48	Homo sapiens	Metazoa	92	False	-	3
Q9WTJ4	Mus musculus	Metazoa	500	False	-	4
Q10214	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	137	False	-	0
Q9BYB4	Homo sapiens	Metazoa	327	False	-	1
Q02685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False	-	2
P09956	Drosophila melanogaster	Metazoa	575	False	-	3
Q9C0C2	Homo sapiens	Metazoa	1729	False	-	4
Q5ANE3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	170	True	-	0
Q5SSW2	Mus musculus	Metazoa	1843	False	-	1
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309	False	-	2
Q5EGY4	Rattus norvegicus	Metazoa	198	False	-	3
P47108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	False	-	4
O49629	Arabidopsis thaliana	Viridiplantae	310	False	-	0
P09440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	975	False	-	1
Q53JF7	Oryza sativa subsp. japonica	Viridiplantae	138	False	-	2
Q12522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False	-	3
Q9V444	Drosophila melanogaster	Metazoa	128	False	-	4
Q10362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	859	False	-	0
Q9QY93	Mus musculus	Metazoa	170	False	-	1
Q6IQ20	Homo sapiens	Metazoa	393	False	-	2
Q8GZM7	Arabidopsis thaliana	Viridiplantae	478	False	-	3
Q68CK6	Homo sapiens	Metazoa	577	False	-	4
Q86W26	Homo sapiens	Metazoa	655	False	-	0
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676	False	-	1
Q86TS9	Homo sapiens	Metazoa	123	False	-	2
Q4V7C6	Rattus norvegicus	Metazoa	693	False	-	3
Q9ZQZ6	Arabidopsis thaliana	Viridiplantae	263	False	-	4
Q8TB37	Homo sapiens	Metazoa	319	False	-	0
A0A455ZAR2	Homo sapiens	Metazoa	87	False	-	1
O42716	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	438	False	-	2
P25398	Homo sapiens	Metazoa	132	False	-	3
A6NHX0	Homo sapiens	Metazoa	329	False	-	4
P20050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605	False	-	0
Q9LU05	Arabidopsis thaliana	Viridiplantae	168	False	-	1
Q8BTQ0	Mus musculus	Metazoa	241	False	-	2
D3ZXW3	Rattus norvegicus	Metazoa	298	False	-	3
Q96JJ3	Homo sapiens	Metazoa	720	False	-	4
Q9VSK8	Drosophila melanogaster	Metazoa	597	False	-	0
Q9SZH4	Arabidopsis thaliana	Viridiplantae	495	False	-	1
Q80Z30	Rattus norvegicus	Metazoa	750	False	-	2
Q9CRA5	Mus musculus	Metazoa	298	False	-	3
Q0WVH0	Arabidopsis thaliana	Viridiplantae	594	False	-	4
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752	False	-	0
Q86V97	Homo sapiens	Metazoa	674	False	-	1
Q86X51	Homo sapiens	Metazoa	503	False	-	2
Q84K35	Arabidopsis thaliana	Viridiplantae	330	False	-	3
Q7Z624	Homo sapiens	Metazoa	323	False	-	4
Q5H9S7	Homo sapiens	Metazoa	520	False	-	0
Q09014	Mus musculus	Metazoa	390	False	-	1
Q9GZN7	Homo sapiens	Metazoa	287	False	-	2
G5EF68	Caenorhabditis elegans	Metazoa	648	False	-	3
O70343	Mus musculus	Metazoa	797	False	-	4
Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879	False	-	0
Q9FJF4	Arabidopsis thaliana	Viridiplantae	306	False	-	1
P06778	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False	-	2
P25637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	False	-	3
Q13772	Homo sapiens	Metazoa	614	False	-	4
Q6PCT2	Homo sapiens	Metazoa	694	False	-	0
Q682U6	Arabidopsis thaliana	Viridiplantae	316	False	-	1
Q86W56	Homo sapiens	Metazoa	976	False	-	2
P25555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	False	-	3
O88382	Rattus norvegicus	Metazoa	1277	False	-	4
P07272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	False	-	0
Q9GS00	Caenorhabditis elegans	Metazoa	601	False	-	1
A0A075TRB3	Penicillium expansum	Fungi	259	False	-	2
P55263	Homo sapiens	Metazoa	362	False	-	3
Q12308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588	False	-	4
Q86TP1	Homo sapiens	Metazoa	453	False	-	0
F4I2H7	Arabidopsis thaliana	Viridiplantae	790	False	-	1
Q5T200	Homo sapiens	Metazoa	1668	False	-	2
Q8BYM8	Mus musculus	Metazoa	551	False	-	3
Q68G58	Mus musculus	Metazoa	516	False	-	4
Q2MH31	Mus musculus	Metazoa	260	False	-	0
Q9ULV3	Homo sapiens	Metazoa	898	False	-	1
Q96UP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1400	False	-	2
O75691	Homo sapiens	Metazoa	2785	False	-	3
Q9FNC7	Arabidopsis thaliana	Viridiplantae	717	False	-	4
Q8NF50	Homo sapiens	Metazoa	2099	False	-	0
P57678	Homo sapiens	Metazoa	1058	False	-	1
Q9UT32	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	373	False	-	2
O08564	Rattus norvegicus	Metazoa	282	True	-	3
Q8GXN9	Arabidopsis thaliana	Viridiplantae	930	False	-	4
Q0VD86	Homo sapiens	Metazoa	236	False	-	0
Q8N9N2	Homo sapiens	Metazoa	400	False	-	1
Q12996	Homo sapiens	Metazoa	717	False	-	2
